region,date,count,runoff_mm_d
ca,200901,143,0.28955
ca,200902,143,0.70694
ca,200903,143,0.78014
ca,200904,143,0.36412
ca,200905,143,0.56513
ca,200906,143,0.26187
ca,200907,143,0.20037
ca,200908,143,0.1686
ca,200909,143,0.1435
ca,200910,143,0.20075
ca,200911,143,0.16918
ca,200912,143,0.27608
ca,201001,143,1.06505
ca,201002,143,0.88807
ca,201003,143,0.73943
ca,201004,143,0.99101
ca,201005,143,0.76456
ca,201006,143,0.70527
ca,201007,143,0.36011
ca,201008,143,0.22844
ca,201009,143,0.17991
ca,201010,143,0.25285
ca,201011,143,0.33682
ca,201012,143,1.70072
ca,201101,143,0.84113
ca,201102,143,0.82484
ca,201103,143,2.24692
ca,201104,143,1.60625
ca,201105,143,1.06932
ca,201106,143,1.04694
ca,201107,143,0.59307
ca,201108,143,0.3159
ca,201109,143,0.24468
ca,201110,143,0.25815
ca,201111,143,0.22802
ca,201112,143,0.19891
ca,201201,143,0.48876
ca,201202,143,0.28655
ca,201203,143,0.95915
ca,201204,143,0.9264
ca,201205,143,0.48093
ca,201206,143,0.2647
ca,201207,143,0.20434
ca,201208,143,0.17136
ca,201209,143,0.14547
ca,201210,142,0.13827
ca,201211,142,0.34344
ca,201212,142,1.3439
ca,201301,142,0.42692
ca,201302,142,0.29511
ca,201303,142,0.34555
ca,201304,141,0.38599
ca,201305,141,0.27294
ca,201306,142,0.18342
ca,201307,142,0.16395
ca,201308,142,0.14522
ca,201309,142,0.14091
ca,201310,141,0.1302
ca,201311,141,0.12936
ca,201312,139,0.12116
ca,201401,139,0.11161
ca,201402,140,0.42663
ca,201403,140,0.60545
ca,201404,140,0.34902
ca,201405,140,0.22017
ca,201406,140,0.1612
ca,201407,140,0.14005
